page,published_date,price,area,price_per_m2,bedroom,wc,location,home_type,legal_status,furniture
192,07/10/2025,8.7,43.0,202.33,6.0,5.0,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
192,07/10/2025,19.5,300.0,65.0,4.0,5.0,"Mê Linh, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,
192,07/10/2025,4.35,17.0,255.88,3.0,3.0,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
192,07/10/2025,33.8,200.0,169.0,,,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
192,07/10/2025,6.75,109.0,61.93,3.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
192,07/10/2025,41.5,67.0,619.4,,,"Thanh Xuân, Hà Nội",nhà mặt phố,,
192,07/10/2025,8.5,88.0,96.59,2.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,
192,07/10/2025,15.7,42.4,370.28,8.0,5.0,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
192,07/10/2025,10.2,124.5,81.93,3.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,
192,07/10/2025,10.0,65.0,153.85,5.0,5.0,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
192,07/10/2025,13.8,127.7,108.07,2.0,2.0,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
192,07/10/2025,29.0,148.5,195.29,3.0,4.0,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",,
192,07/10/2025,8.0,33.5,238.81,,,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
193,07/10/2025,13.8,127.7,108.07,2.0,2.0,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
193,07/10/2025,29.0,148.5,195.29,3.0,4.0,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",,
193,07/10/2025,8.0,33.5,238.81,,,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
193,07/10/2025,7.6,30.0,253.33,,,"Tây Hồ, Hà Nội",nhà riêng,,
193,07/10/2025,43.0,228.0,188.6,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
193,07/10/2025,35.0,190.0,184.21,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
193,07/10/2025,4.7,53.0,88.68,,,"Bắc Từ Liêm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
193,07/10/2025,5.46,92.53,59.0,,,"Thanh Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
193,07/10/2025,15.2,115.0,132.17,3.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
193,07/10/2025,14.57,170.8,85.3,4.0,2.0,"Đống Đa, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
193,07/10/2025,7.3,39.0,187.18,,,"Bắc Từ Liêm, Hà Nội",đất,Có sổ,
193,07/10/2025,,81.0,,2.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
193,07/10/2025,35.0,198.0,176.77,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
193,07/10/2025,,180.0,,,,"Hoàng Mai, Hà Nội",đất,Sổ đỏ/ Sổ hồng.,
193,07/10/2025,,143.0,,3.0,3.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
193,07/10/2025,,61.0,,2.0,1.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Nguyên bản và full đồ tùy căn.
193,07/10/2025,9.5,42.0,226.19,,,"Tây Hồ, Hà Nội",đất,,
193,07/10/2025,4.35,150.0,29.0,,,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
193,07/10/2025,45.0,226.56,198.62,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
193,07/10/2025,9.0,32.0,281.25,,,"Ba Đình, Hà Nội",nhà riêng,,
194,07/10/2025,45.0,226.56,198.62,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
194,07/10/2025,9.0,32.0,281.25,,,"Ba Đình, Hà Nội",nhà riêng,,
194,07/10/2025,18.82,50.0,376.4,5.0,5.0,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
194,07/10/2025,42.0,160.0,262.5,5.0,4.0,"Tây Hồ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
194,07/10/2025,10.8,40.0,270.0,4.0,5.0,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
194,07/10/2025,6.8,38.0,178.95,4.0,3.0,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Full nội thất.
194,07/10/2025,7.7,90.0,85.56,,,"Long Biên, Hà Nội",căn hộ chung cư,,
194,07/10/2025,41.0,198.0,207.07,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
194,07/10/2025,,72.0,,2.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
194,07/10/2025,,83.0,,5.0,4.0,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",,
194,07/10/2025,114.0,267.0,426.97,6.0,6.0,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất
194,07/10/2025,3.0,30.3,99.01,,,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
194,07/10/2025,37.0,180.0,205.56,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng.,
194,07/10/2025,11.5,30.0,383.33,3.0,4.0,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
194,07/10/2025,6.65,36.0,184.72,4.0,3.0,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
194,07/10/2025,51.0,202.5,251.85,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
194,07/10/2025,4.6,84.7,54.31,,,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
194,07/10/2025,30.0,88.0,340.91,4.0,,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
194,07/10/2025,5.3,85.4,62.06,3.0,2.0,"Đông Anh, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng.,Chủ bán để lại đồ đạc gắn trên tường.
194,07/10/2025,42.0,115.0,365.22,,,"Cầu Giấy, Hà Nội",nhà riêng,,Đầy đủ
195,07/10/2025,3.0,30.3,99.01,,,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
195,07/10/2025,37.0,180.0,205.56,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng.,
195,07/10/2025,11.5,30.0,383.33,3.0,4.0,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
195,07/10/2025,6.65,36.0,184.72,4.0,3.0,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
195,07/10/2025,51.0,202.5,251.85,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
195,07/10/2025,4.6,84.7,54.31,,,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
195,07/10/2025,30.0,88.0,340.91,4.0,,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
195,07/10/2025,5.3,85.4,62.06,3.0,2.0,"Đông Anh, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng.,Chủ bán để lại đồ đạc gắn trên tường.
195,07/10/2025,42.0,115.0,365.22,,,"Cầu Giấy, Hà Nội",nhà riêng,,Đầy đủ
195,07/10/2025,4.9,15.0,326.67,4.0,5.0,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
195,07/10/2025,37.0,183.3,201.86,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
195,07/10/2025,7.0,25.0,280.0,2.0,3.0,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
195,07/10/2025,12.8,46.9,272.92,,,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,"Nội thất xịn xò gỗ Lim, nhôm xingfa, dây điện Trần Phú, đèn Rạng Đông, sàn gỗ, TBVS nhập khẩu, tủ bếp gỗ nhựa."
195,07/10/2025,16.5,148.0,111.49,4.0,4.0,"Tây Hồ, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
195,07/10/2025,9.11,93.0,98.0,3.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
195,07/10/2025,6.5,95.0,68.42,3.0,2.0,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
195,07/10/2025,16.0,70.0,228.57,17.0,17.0,"Nam Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
195,07/10/2025,,72.0,,2.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
195,07/10/2025,36.0,180.0,200.0,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
195,07/10/2025,,79.4,,3.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
196,07/10/2025,16.5,148.0,111.49,4.0,4.0,"Tây Hồ, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
196,07/10/2025,9.11,93.0,98.0,3.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
196,07/10/2025,6.5,95.0,68.42,3.0,2.0,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
196,07/10/2025,16.0,70.0,228.57,17.0,17.0,"Nam Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
196,07/10/2025,,72.0,,2.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
196,07/10/2025,36.0,180.0,200.0,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
196,07/10/2025,,79.4,,3.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
196,07/10/2025,65.0,1.113,58.4,8.0,10.0,"Ba Đình, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Cơ bản
196,07/10/2025,8.63,97.0,89.0,3.0,3.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,
196,07/10/2025,,83.0,,5.0,3.0,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
196,07/10/2025,28.0,80.0,350.0,,,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
196,07/10/2025,8.0,35.0,228.57,3.0,5.0,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
196,07/10/2025,13.9,58.0,239.66,5.0,4.0,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
196,07/10/2025,40.2,75.0,536.0,,,"Ba Đình, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
196,07/10/2025,40.0,75.0,533.33,,,"Cầu Giấy, Hà Nội",nhà mặt phố,,
196,07/10/2025,19.9,45.0,442.22,,,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng.,
196,07/10/2025,80.0,162.0,493.83,,,"Cầu Giấy, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
196,07/10/2025,6.0,97.0,61.86,,,"Gia Lâm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
196,07/10/2025,6.6,36.0,183.33,4.0,3.0,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,"Nội thất cơ bản, hiện đại."
196,07/10/2025,7.45,37.0,201.35,3.0,5.0,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
197,07/10/2025,13.9,58.0,239.66,5.0,4.0,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
197,07/10/2025,40.2,75.0,536.0,,,"Ba Đình, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
197,07/10/2025,40.0,75.0,533.33,,,"Cầu Giấy, Hà Nội",nhà mặt phố,,
197,07/10/2025,19.9,45.0,442.22,,,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng.,
197,07/10/2025,80.0,162.0,493.83,,,"Cầu Giấy, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
197,07/10/2025,6.0,97.0,61.86,,,"Gia Lâm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
197,07/10/2025,6.6,36.0,183.33,4.0,3.0,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,"Nội thất cơ bản, hiện đại."
197,07/10/2025,7.45,37.0,201.35,3.0,5.0,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
197,07/10/2025,27.0,119.0,226.89,21.0,21.0,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
197,07/10/2025,71.0,290.0,244.83,,,"Hoàng Mai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
197,07/10/2025,35.0,65.0,538.46,,,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
197,07/10/2025,42.0,88.0,477.27,,,"Cầu Giấy, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
197,07/10/2025,60.0,160.0,375.0,,,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
197,07/10/2025,14.9,76.6,194.5,14.0,,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
197,07/10/2025,8.0,120.0,66.67,3.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,"Toàn bộ nội thất mới làm lại xịn, hiện đại."
197,07/10/2025,7.0,38.0,184.21,3.0,,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
197,07/10/2025,7.0,42.0,166.67,5.0,,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
197,07/10/2025,83.5,103.0,810.68,6.0,,"Hai Bà Trưng, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
197,07/10/2025,8.6,105.0,81.9,3.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
197,07/10/2025,6.8,28.0,242.86,3.0,4.0,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
198,07/10/2025,27.0,119.0,226.89,21.0,21.0,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
198,07/10/2025,71.0,290.0,244.83,,,"Hoàng Mai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
198,07/10/2025,35.0,65.0,538.46,,,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
198,07/10/2025,42.0,88.0,477.27,,,"Cầu Giấy, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
198,07/10/2025,60.0,160.0,375.0,,,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
198,07/10/2025,14.9,76.6,194.5,14.0,,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
198,07/10/2025,8.0,120.0,66.67,3.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,"Toàn bộ nội thất mới làm lại xịn, hiện đại."
198,07/10/2025,7.0,38.0,184.21,3.0,,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
198,07/10/2025,7.0,42.0,166.67,5.0,,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
198,07/10/2025,83.5,103.0,810.68,6.0,,"Hai Bà Trưng, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
198,07/10/2025,8.6,105.0,81.9,3.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
198,07/10/2025,6.8,28.0,242.86,3.0,4.0,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
198,07/10/2025,3.55,34.0,104.41,2.0,2.0,"Tây Hồ, Hà Nội",nhà riêng,Hợp đồng mua bán,Nội thất cơ bản.
198,07/10/2025,9.45,50.0,189.0,3.0,3.0,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
198,07/10/2025,,1.0,,,,"Thanh Oai, Hà Nội","kho, nhà xưởng",,
198,07/10/2025,21.0,73.0,287.67,8.0,5.0,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
198,07/10/2025,5.2,46.5,111.83,,,"Gia Lâm, Hà Nội",căn hộ chung cư,,
198,07/10/2025,,2.0,,,,"Thanh Oai, Hà Nội","kho, nhà xưởng",Sổ đỏ/ Sổ hồng,
198,07/10/2025,15.07,1.884,8.0,,,"Ứng Hòa, Hà Nội","kho, nhà xưởng",Sổ đỏ/ Sổ hồng,
198,07/10/2025,13.9,159.0,87.42,,,"Hoàng Mai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
199,07/10/2025,9.45,50.0,189.0,3.0,3.0,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
199,07/10/2025,,1.0,,,,"Thanh Oai, Hà Nội","kho, nhà xưởng",,
199,07/10/2025,21.0,73.0,287.67,8.0,5.0,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
199,07/10/2025,5.2,46.5,111.83,,,"Gia Lâm, Hà Nội",căn hộ chung cư,,
199,07/10/2025,,2.0,,,,"Thanh Oai, Hà Nội","kho, nhà xưởng",Sổ đỏ/ Sổ hồng,
199,07/10/2025,15.07,1.884,8.0,,,"Ứng Hòa, Hà Nội","kho, nhà xưởng",Sổ đỏ/ Sổ hồng,
199,07/10/2025,13.9,159.0,87.42,,,"Hoàng Mai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
199,07/10/2025,12.95,39.0,332.05,3.0,6.0,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
199,07/10/2025,,1.0,,,,"Thanh Oai, Hà Nội","kho, nhà xưởng",Hợp đồng mua bán,
199,07/10/2025,4.29,82.0,52.32,,,"Thanh Trì, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
199,07/10/2025,15.5,50.0,310.0,4.0,4.0,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
199,07/10/2025,12.5,65.0,192.31,4.0,,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
199,07/10/2025,12.0,62.0,193.55,2.0,2.0,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
199,07/10/2025,40.6,145.0,280.0,4.0,5.0,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
199,07/10/2025,17.9,64.0,279.69,16.0,16.0,"Nam Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
199,07/10/2025,3.45,35.0,98.57,,,"Đống Đa, Hà Nội",condotel,,Đầy đủ
199,07/10/2025,9.18,153.0,60.0,,,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
199,07/10/2025,2.31,62.5,37.0,2.0,2.0,"Thạch Thất, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
199,07/10/2025,6.0,30.0,200.0,,,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
199,07/10/2025,6.1,42.0,145.24,,,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
200,29/10/2025,4.3,54.0,79.63,2.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,"Cơ bản cao cấp từ chủ đầu tư (sàn gỗ, trần thạch cao, điều hòa, thiết bị vệ sinh... )."
200,29/10/2025,3.53,45.8,77.0,5.0,3.0,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Không nội thất
200,29/10/2025,4.5,46.0,97.83,1.0,,"Đông Anh, Hà Nội",căn hộ chung cư,,
200,29/10/2025,45.8,145.0,315.86,5.0,5.0,"Long Biên, Hà Nội","nhà biệt thự, liền kề",,
200,29/10/2025,3.7,33.0,112.12,,,"Đông Anh, Hà Nội",căn hộ chung cư,,
200,29/10/2025,41.5,130.0,319.23,4.0,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
200,29/10/2025,13.6,40.0,340.0,6.0,5.0,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
200,29/10/2025,31.0,488.0,63.52,,,"Chương Mỹ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
200,29/10/2025,55.0,349.0,157.59,5.0,4.0,"Tây Hồ, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Không nội thất
200,29/10/2025,25.0,65.0,384.62,5.0,6.0,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
200,29/10/2025,30.0,85.0,352.94,,,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
200,29/10/2025,11.5,60.0,191.67,,,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
200,29/10/2025,2.95,80.0,36.88,,,"Long Biên, Hà Nội",đất,Hợp đồng mua bán,
200,29/10/2025,28.5,60.0,475.0,5.0,5.0,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
200,29/10/2025,7.5,72.6,103.31,2.0,,"Đông Anh, Hà Nội",căn hộ chung cư,,
200,29/10/2025,50.0,70.0,714.29,,,"Cầu Giấy, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
200,29/10/2025,5.5,47.0,117.02,1.0,,"Đông Anh, Hà Nội",căn hộ chung cư,,
200,29/10/2025,26.0,62.0,419.36,7.0,7.0,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
200,29/10/2025,9.0,94.0,95.74,3.0,,"Đông Anh, Hà Nội",căn hộ chung cư,,
200,29/10/2025,8.9,40.0,222.5,,,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ,Full nội thất.
201,29/10/2025,4.3,54.0,79.63,2.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,"Cơ bản cao cấp từ chủ đầu tư (sàn gỗ, trần thạch cao, điều hòa, thiết bị vệ sinh... )."
201,29/10/2025,3.53,45.8,77.0,5.0,3.0,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Không nội thất
201,29/10/2025,4.5,46.0,97.83,1.0,,"Đông Anh, Hà Nội",căn hộ chung cư,,
201,29/10/2025,45.8,145.0,315.86,5.0,5.0,"Long Biên, Hà Nội","nhà biệt thự, liền kề",,
201,29/10/2025,3.7,33.0,112.12,,,"Đông Anh, Hà Nội",căn hộ chung cư,,
201,29/10/2025,41.5,130.0,319.23,4.0,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
201,29/10/2025,13.6,40.0,340.0,6.0,5.0,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
201,29/10/2025,31.0,488.0,63.52,,,"Chương Mỹ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
201,29/10/2025,55.0,349.0,157.59,5.0,4.0,"Tây Hồ, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Không nội thất
201,29/10/2025,25.0,65.0,384.62,5.0,6.0,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
201,29/10/2025,30.0,85.0,352.94,,,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
201,29/10/2025,11.5,60.0,191.67,,,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
201,29/10/2025,2.95,80.0,36.88,,,"Long Biên, Hà Nội",đất,Hợp đồng mua bán,
201,29/10/2025,28.5,60.0,475.0,5.0,5.0,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
201,29/10/2025,7.5,72.6,103.31,2.0,,"Đông Anh, Hà Nội",căn hộ chung cư,,
201,29/10/2025,50.0,70.0,714.29,,,"Cầu Giấy, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
201,29/10/2025,5.5,47.0,117.02,1.0,,"Đông Anh, Hà Nội",căn hộ chung cư,,
201,29/10/2025,26.0,62.0,419.36,7.0,7.0,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
201,29/10/2025,9.0,94.0,95.74,3.0,,"Đông Anh, Hà Nội",căn hộ chung cư,,
201,29/10/2025,8.9,40.0,222.5,,,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ,Full nội thất.
202,29/10/2025,11.5,60.0,191.67,,,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
202,29/10/2025,2.95,80.0,36.88,,,"Long Biên, Hà Nội",đất,Hợp đồng mua bán,
